row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,playerId,target,role,type,countCorrect,speaker,submitted
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,Looks like a house with like solar panels or something on the roof.,qXfAnzBoZ64SMpq3Q,/experiment/tangram_G.png,speaker,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,cy6HigPTSWTac7Xqy,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,cy6HigPTSWTac7Xqy,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,KmWbAeCwcagamgCTG,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,tbTZ8oZNvSzj9kCeA,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,sSbufz2TAxmpms64o,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,KmWbAeCwcagamgCTG,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,QWwsugysdZETSqF5F,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,Bottom looks a bit like a roof,qXfAnzBoZ64SMpq3Q,/experiment/tangram_G.png,speaker,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,tbTZ8oZNvSzj9kCeA,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,cy6HigPTSWTac7Xqy,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,There are two square panels on it,qXfAnzBoZ64SMpq3Q,/experiment/tangram_G.png,speaker,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,KmWbAeCwcagamgCTG,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,tbTZ8oZNvSzj9kCeA,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,cy6HigPTSWTac7Xqy,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,QWwsugysdZETSqF5F,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
